Model,MSO2024B
Firmware Version,1.56

Point Format,Y
Horizontal Units,Hz
Horizontal Scale,130200
Sample Interval,260.4
Filter Frequency,2e+08
Record Length,5000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,NONE
Vertical Offset,0
Vertical Scale,20
Label,
TIME,MATH
7.5959e+05,-62.5781
7.5985e+05,-64.0812
7.6011e+05,-64.0812
7.6037e+05,-64.0812
7.6063e+05,-62.5781
7.6089e+05,-61.0719
7.6115e+05,-61.0719
7.6141e+05,-61.0719
7.6167e+05,-61.0719
7.6193e+05,-61.0719
7.6219e+05,-62.5781
7.6245e+05,-64.0812
7.6271e+05,-64.0812
7.6297e+05,-64.0812
7.6323e+05,-64.0812
7.6349e+05,-64.0812
7.6375e+05,-62.5781
7.6401e+05,-61.0719
7.6427e+05,-61.0719
7.6453e+05,-61.0719
7.6479e+05,-62.5781
7.6506e+05,-64.0812
7.6532e+05,-64.0812
7.6558e+05,-64.0812
7.6584e+05,-64.0812
7.6610e+05,-64.0812
7.6636e+05,-64.0812
7.6662e+05,-64.0812
7.6688e+05,-64.0812
7.6714e+05,-64.0812
7.6740e+05,-64.0812
7.6766e+05,-64.0812
7.6792e+05,-64.0812
7.6818e+05,-64.0812
7.6844e+05,-64.0812
7.6870e+05,-64.0812
7.6896e+05,-64.0812
7.6922e+05,-64.0812
7.6948e+05,-62.5781
7.6974e+05,-61.0719
7.7000e+05,-62.5781
7.7026e+05,-64.0812
7.7052e+05,-64.0812
7.7078e+05,-64.0812
7.7104e+05,-64.0812
7.7130e+05,-64.0812
7.7157e+05,-64.0812
7.7183e+05,-64.0812
7.7209e+05,-64.0812
7.7235e+05,-64.0812
7.7261e+05,-62.5781
7.7287e+05,-61.0719
7.7313e+05,-62.5781
7.7339e+05,-64.0812
7.7365e+05,-64.0812
7.7391e+05,-64.0812
7.7417e+05,-64.0812
7.7443e+05,-64.0812
7.7469e+05,-64.0812
7.7495e+05,-64.0812
7.7521e+05,-64.0812
7.7547e+05,-64.0812
7.7573e+05,-64.0812
7.7599e+05,-64.0812
7.7625e+05,-62.5781
7.7651e+05,-61.0719
7.7677e+05,-61.0719
7.7703e+05,-61.0719
7.7729e+05,-62.5781
7.7755e+05,-64.0812
7.7781e+05,-62.5781
7.7808e+05,-61.0719
7.7834e+05,-62.5781
7.7860e+05,-64.0812
7.7886e+05,-64.0812
7.7912e+05,-64.0812
7.7938e+05,-64.0812
7.7964e+05,-64.0812
7.7990e+05,-64.0812
7.8016e+05,-64.0812
7.8042e+05,-64.0812
7.8068e+05,-64.0812
7.8094e+05,-64.0812
7.8120e+05,-64.0812
7.8146e+05,-64.0812
7.8172e+05,-64.0812
7.8198e+05,-64.0812
7.8224e+05,-64.0812
7.8250e+05,-64.0812
7.8276e+05,-64.0812
7.8302e+05,-64.0812
7.8328e+05,-64.0812
7.8354e+05,-64.0812
7.8380e+05,-64.0812
7.8406e+05,-64.0812
7.8432e+05,-64.0812
7.8459e+05,-62.5781
7.8485e+05,-61.0719
7.8511e+05,-62.5781
7.8537e+05,-64.0812
7.8563e+05,-64.0812
7.8589e+05,-64.0812
7.8615e+05,-64.0812
7.8641e+05,-64.0812
7.8667e+05,-64.0812
7.8693e+05,-64.0812
7.8719e+05,-64.0812
7.8745e+05,-64.0812
7.8771e+05,-64.0812
7.8797e+05,-64.0812
7.8823e+05,-62.5781
7.8849e+05,-61.0719
7.8875e+05,-62.5781
7.8901e+05,-64.0812
7.8927e+05,-64.0812
7.8953e+05,-64.0812
7.8979e+05,-61.0719
7.9005e+05,-58.0625
7.9031e+05,-59.5688
7.9057e+05,-61.0719
7.9083e+05,-62.5781
7.9110e+05,-64.0812
7.9136e+05,-64.0812
7.9162e+05,-64.0812
7.9188e+05,-62.5781
7.9214e+05,-61.0719
7.9240e+05,-62.5781
7.9266e+05,-64.0812
7.9292e+05,-64.0812
7.9318e+05,-64.0812
7.9344e+05,-64.0812
7.9370e+05,-64.0812
7.9396e+05,-64.0812
7.9422e+05,-64.0812
7.9448e+05,-64.0812
7.9474e+05,-64.0812
7.9500e+05,-64.0812
7.9526e+05,-64.0812
7.9552e+05,-64.0812
7.9578e+05,-64.0812
7.9604e+05,-64.0812
7.9630e+05,-64.0812
7.9656e+05,-60.5875
7.9682e+05,-57.0938
7.9708e+05,-60.5875
7.9734e+05,-64.0812
7.9761e+05,-62.5781
7.9787e+05,-61.0719
7.9813e+05,-62.5781
7.9839e+05,-64.0812
7.9865e+05,-62.5781
7.9891e+05,-61.0719
7.9917e+05,-62.5781
7.9943e+05,-64.0812
7.9969e+05,-62.5781
7.9995e+05,-61.0719
8.0021e+05,-61.0719
8.0047e+05,-61.0719
8.0073e+05,-62.5781
8.0099e+05,-64.0812
8.0125e+05,-64.0812
8.0151e+05,-64.0812
8.0177e+05,-64.0812
8.0203e+05,-64.0812
8.0229e+05,-64.0812
8.0255e+05,-64.0812
8.0281e+05,-64.0812
8.0307e+05,-64.0812
8.0333e+05,-64.0812
8.0359e+05,-64.0812
8.0385e+05,-64.0812
8.0412e+05,-64.0812
8.0438e+05,-62.5781
8.0464e+05,-61.0719
8.0490e+05,-62.5781
8.0516e+05,-64.0812
8.0542e+05,-64.0812
8.0568e+05,-64.0812
8.0594e+05,-62.5781
8.0620e+05,-61.0719
8.0646e+05,-62.5781
8.0672e+05,-64.0812
8.0698e+05,-62.5781
8.0724e+05,-61.0719
8.0750e+05,-62.5781
8.0776e+05,-64.0812
8.0802e+05,-60.5875
8.0828e+05,-57.0938
8.0854e+05,-60.5875
8.0880e+05,-64.0812
8.0906e+05,-64.0812
8.0932e+05,-64.0812
8.0958e+05,-64.0812
8.0984e+05,-64.0812
8.1010e+05,-62.5781
8.1036e+05,-61.0719
8.1063e+05,-62.5781
8.1089e+05,-64.0812
8.1115e+05,-64.0812
8.1141e+05,-64.0812
8.1167e+05,-64.0812
8.1193e+05,-64.0812
8.1219e+05,-64.0812
8.1245e+05,-64.0812
8.1271e+05,-62.5781
8.1297e+05,-61.0719
8.1323e+05,-61.0719
8.1349e+05,-61.0719
8.1375e+05,-62.5781
8.1401e+05,-64.0812
8.1427e+05,-64.0812
8.1453e+05,-64.0812
8.1479e+05,-64.0812
8.1505e+05,-64.0812
8.1531e+05,-60.5875
8.1557e+05,-57.0938
8.1583e+05,-60.5875
8.1609e+05,-64.0812
8.1635e+05,-62.5781
8.1661e+05,-61.0719
8.1687e+05,-61.0719
8.1714e+05,-61.0719
8.1740e+05,-62.5781
8.1766e+05,-64.0812
8.1792e+05,-64.0812
8.1818e+05,-64.0812
8.1844e+05,-60.5875
8.1870e+05,-57.0938
8.1896e+05,-60.5875
8.1922e+05,-64.0812
8.1948e+05,-62.5781
8.1974e+05,-61.0719
8.2000e+05,-62.5781
8.2026e+05,-64.0812
8.2052e+05,-64.0812
8.2078e+05,-64.0812
8.2104e+05,-64.0812
8.2130e+05,-64.0812
8.2156e+05,-64.0812
8.2182e+05,-64.0812
8.2208e+05,-64.0812
8.2234e+05,-64.0812
8.2260e+05,-62.5781
8.2286e+05,-61.0719
8.2312e+05,-62.5781
8.2338e+05,-64.0812
8.2365e+05,-64.0812
8.2391e+05,-64.0812
8.2417e+05,-62.5781
8.2443e+05,-61.0719
8.2469e+05,-62.5781
8.2495e+05,-64.0812
8.2521e+05,-64.0812
8.2547e+05,-64.0812
8.2573e+05,-62.5781
8.2599e+05,-61.0719
8.2625e+05,-62.5781
8.2651e+05,-64.0812
8.2677e+05,-64.0812
8.2703e+05,-64.0812
8.2729e+05,-64.0812
8.2755e+05,-64.0812
8.2781e+05,-64.0812
8.2807e+05,-64.0812
8.2833e+05,-64.0812
8.2859e+05,-64.0812
8.2885e+05,-62.5781
8.2911e+05,-61.0719
8.2937e+05,-62.5781
8.2963e+05,-64.0812
8.2989e+05,-64.0812
8.3016e+05,-64.0812
8.3042e+05,-60.5875
8.3068e+05,-57.0938
8.3094e+05,-60.5875
8.3120e+05,-64.0812
8.3146e+05,-64.0812
8.3172e+05,-64.0812
8.3198e+05,-64.0812
8.3224e+05,-64.0812
8.3250e+05,-64.0812
8.3276e+05,-64.0812
8.3302e+05,-64.0812
8.3328e+05,-64.0812
8.3354e+05,-64.0812
8.3380e+05,-64.0812
8.3406e+05,-64.0812
8.3432e+05,-64.0812
8.3458e+05,-64.0812
8.3484e+05,-64.0812
8.3510e+05,-64.0812
8.3536e+05,-64.0812
8.3562e+05,-64.0812
8.3588e+05,-64.0812
8.3614e+05,-62.5781
8.3640e+05,-61.0719
8.3667e+05,-59.0844
8.3693e+05,-57.0938
8.3719e+05,-59.0844
8.3745e+05,-61.0719
8.3771e+05,-61.0719
8.3797e+05,-61.0719
8.3823e+05,-62.5781
8.3849e+05,-64.0812
8.3875e+05,-64.0812
8.3901e+05,-64.0812
8.3927e+05,-64.0812
8.3953e+05,-64.0812
8.3979e+05,-64.0812
8.4005e+05,-64.0812
8.4031e+05,-64.0812
8.4057e+05,-64.0812
8.4083e+05,-64.0812
8.4109e+05,-64.0812
8.4135e+05,-62.5781
8.4161e+05,-61.0719
8.4187e+05,-62.5781
8.4213e+05,-64.0812
8.4239e+05,-62.5781
8.4265e+05,-61.0719
8.4291e+05,-61.0719
8.4318e+05,-61.0719
8.4344e+05,-61.0719
8.4370e+05,-61.0719
8.4396e+05,-62.5781
8.4422e+05,-64.0812
8.4448e+05,-64.0812
8.4474e+05,-64.0812
8.4500e+05,-64.0812
8.4526e+05,-64.0812
8.4552e+05,-62.5781
8.4578e+05,-61.0719
8.4604e+05,-62.5781
8.4630e+05,-64.0812
8.4656e+05,-64.0812
8.4682e+05,-64.0812
8.4708e+05,-64.0812
8.4734e+05,-64.0812
8.4760e+05,-64.0812
8.4786e+05,-64.0812
8.4812e+05,-64.0812
8.4838e+05,-64.0812
8.4864e+05,-64.0812
8.4890e+05,-64.0812
8.4916e+05,-62.5781
8.4942e+05,-61.0719
8.4969e+05,-61.0719
8.4995e+05,-61.0719
8.5021e+05,-62.5781
8.5047e+05,-64.0812
8.5073e+05,-61.0719
8.5099e+05,-58.0625
8.5125e+05,-61.0719
8.5151e+05,-64.0812
8.5177e+05,-64.0812
8.5203e+05,-64.0812
8.5229e+05,-62.5781
8.5255e+05,-61.0719
8.5281e+05,-62.5781
8.5307e+05,-64.0812
8.5333e+05,-62.5781
8.5359e+05,-61.0719
8.5385e+05,-62.5781
8.5411e+05,-64.0812
8.5437e+05,-64.0812
8.5463e+05,-64.0812
8.5489e+05,-64.0812
8.5515e+05,-64.0812
8.5541e+05,-62.5781
8.5567e+05,-61.0719
8.5593e+05,-62.5781
8.5620e+05,-64.0812
8.5646e+05,-62.5781
8.5672e+05,-61.0719
8.5698e+05,-62.5781
8.5724e+05,-64.0812
8.5750e+05,-64.0812
8.5776e+05,-64.0812
8.5802e+05,-64.0812
8.5828e+05,-64.0812
8.5854e+05,-64.0812
8.5880e+05,-64.0812
8.5906e+05,-64.0812
8.5932e+05,-64.0812
8.5958e+05,-64.0812
8.5984e+05,-64.0812
8.6010e+05,-62.5781
8.6036e+05,-61.0719
8.6062e+05,-62.5781
8.6088e+05,-64.0812
8.6114e+05,-64.0812
8.6140e+05,-64.0812
8.6166e+05,-61.0719
8.6192e+05,-58.0625
8.6218e+05,-59.5688
8.6244e+05,-61.0719
8.6271e+05,-62.5781
8.6297e+05,-64.0812
8.6323e+05,-60.5875
8.6349e+05,-57.0938
8.6375e+05,-59.0844
8.6401e+05,-61.0719
8.6427e+05,-62.5781
8.6453e+05,-64.0812
8.6479e+05,-64.0812
8.6505e+05,-64.0812
8.6531e+05,-64.0812
8.6557e+05,-64.0812
8.6583e+05,-64.0812
8.6609e+05,-64.0812
8.6635e+05,-62.5781
8.6661e+05,-61.0719
8.6687e+05,-62.5781
8.6713e+05,-64.0812
8.6739e+05,-64.0812
8.6765e+05,-64.0812
8.6791e+05,-62.5781
8.6817e+05,-61.0719
8.6843e+05,-62.5781
8.6869e+05,-64.0812
8.6895e+05,-62.5781
8.6922e+05,-61.0719
8.6948e+05,-62.5781
8.6974e+05,-64.0812
8.7000e+05,-62.5781
8.7026e+05,-61.0719
8.7052e+05,-62.5781
8.7078e+05,-64.0812
8.7104e+05,-64.0812
8.7130e+05,-64.0812
8.7156e+05,-64.0812
8.7182e+05,-64.0812
8.7208e+05,-64.0812
8.7234e+05,-64.0812
8.7260e+05,-62.5781
8.7286e+05,-61.0719
8.7312e+05,-59.5688
8.7338e+05,-58.0625
8.7364e+05,-61.0719
8.7390e+05,-64.0812
8.7416e+05,-62.5781
8.7442e+05,-61.0719
8.7468e+05,-62.5781
8.7494e+05,-64.0812
8.7520e+05,-64.0812
8.7546e+05,-64.0812
8.7573e+05,-64.0812
8.7599e+05,-64.0812
8.7625e+05,-64.0812
8.7651e+05,-64.0812
8.7677e+05,-64.0812
8.7703e+05,-64.0812
8.7729e+05,-64.0812
8.7755e+05,-64.0812
8.7781e+05,-64.0812
8.7807e+05,-64.0812
8.7833e+05,-64.0812
8.7859e+05,-64.0812
8.7885e+05,-62.5781
8.7911e+05,-61.0719
8.7937e+05,-62.5781
8.7963e+05,-64.0812
8.7989e+05,-60.5875
8.8015e+05,-57.0938
8.8041e+05,-60.5875
8.8067e+05,-64.0812
8.8093e+05,-60.5875
8.8119e+05,-57.0938
8.8145e+05,-60.5875
8.8171e+05,-64.0812
8.8197e+05,-62.5781
8.8224e+05,-61.0719
8.8250e+05,-62.5781
8.8276e+05,-64.0812
8.8302e+05,-62.5781
8.8328e+05,-61.0719
8.8354e+05,-62.5781
8.8380e+05,-64.0812
8.8406e+05,-64.0812
8.8432e+05,-64.0812
8.8458e+05,-64.0812
8.8484e+05,-64.0812
8.8510e+05,-64.0812
8.8536e+05,-64.0812
8.8562e+05,-62.5781
8.8588e+05,-61.0719
8.8614e+05,-62.5781
8.8640e+05,-64.0812
8.8666e+05,-60.5875
8.8692e+05,-57.0938
8.8718e+05,-60.5875
8.8744e+05,-64.0812
8.8770e+05,-64.0812
8.8796e+05,-64.0812
8.8822e+05,-64.0812
8.8848e+05,-64.0812
8.8875e+05,-64.0812
8.8901e+05,-64.0812
8.8927e+05,-64.0812
8.8953e+05,-64.0812
8.8979e+05,-64.0812
8.9005e+05,-64.0812
8.9031e+05,-64.0812
8.9057e+05,-64.0812
8.9083e+05,-62.5781
8.9109e+05,-61.0719
8.9135e+05,-62.5781
8.9161e+05,-64.0812
8.9187e+05,-64.0812
8.9213e+05,-64.0812
8.9239e+05,-64.0812
8.9265e+05,-64.0812
8.9291e+05,-64.0812
8.9317e+05,-64.0812
8.9343e+05,-62.5781
8.9369e+05,-61.0719
8.9395e+05,-62.5781
8.9421e+05,-64.0812
8.9447e+05,-64.0812
8.9473e+05,-64.0812
8.9499e+05,-64.0812
8.9526e+05,-64.0812
8.9552e+05,-62.5781
8.9578e+05,-61.0719
8.9604e+05,-62.5781
8.9630e+05,-64.0812
8.9656e+05,-64.0812
8.9682e+05,-64.0812
8.9708e+05,-64.0812
8.9734e+05,-64.0812
8.9760e+05,-64.0812
8.9786e+05,-64.0812
8.9812e+05,-64.0812
8.9838e+05,-64.0812
8.9864e+05,-64.0812
8.9890e+05,-64.0812
8.9916e+05,-64.0812
8.9942e+05,-64.0812
8.9968e+05,-64.0812
8.9994e+05,-64.0812
9.0020e+05,-64.0812
9.0046e+05,-64.0812
9.0072e+05,-62.5781
9.0098e+05,-61.0719
9.0124e+05,-62.5781
9.0150e+05,-64.0812
9.0177e+05,-64.0812
9.0203e+05,-64.0812
9.0229e+05,-64.0812
9.0255e+05,-64.0812
9.0281e+05,-64.0812
9.0307e+05,-64.0812
9.0333e+05,-64.0812
9.0359e+05,-64.0812
9.0385e+05,-64.0812
9.0411e+05,-64.0812
9.0437e+05,-61.0719
9.0463e+05,-58.0625
9.0489e+05,-61.0719
9.0515e+05,-64.0812
9.0541e+05,-62.5781
9.0567e+05,-61.0719
9.0593e+05,-62.5781
9.0619e+05,-64.0812
9.0645e+05,-62.5781
9.0671e+05,-61.0719
9.0697e+05,-62.5781
9.0723e+05,-64.0812
9.0749e+05,-62.5781
9.0775e+05,-61.0719
9.0801e+05,-62.5781
9.0828e+05,-64.0812
9.0854e+05,-64.0812
9.0880e+05,-64.0812
9.0906e+05,-61.0719
9.0932e+05,-58.0625
9.0958e+05,-61.0719
9.0984e+05,-64.0812
9.1010e+05,-64.0812
9.1036e+05,-64.0812
9.1062e+05,-62.5781
9.1088e+05,-61.0719
9.1114e+05,-62.5781
9.1140e+05,-64.0812
9.1166e+05,-62.5781
9.1192e+05,-61.0719
9.1218e+05,-62.5781
9.1244e+05,-64.0812
9.1270e+05,-64.0812
9.1296e+05,-64.0812
9.1322e+05,-64.0812
9.1348e+05,-64.0812
9.1374e+05,-64.0812
9.1400e+05,-64.0812
9.1426e+05,-64.0812
9.1452e+05,-64.0812
9.1479e+05,-64.0812
9.1505e+05,-64.0812
9.1531e+05,-64.0812
9.1557e+05,-64.0812
9.1583e+05,-64.0812
9.1609e+05,-64.0812
9.1635e+05,-60.5875
9.1661e+05,-57.0938
9.1687e+05,-60.5875
9.1713e+05,-64.0812
9.1739e+05,-64.0812
9.1765e+05,-64.0812
9.1791e+05,-64.0812
9.1817e+05,-64.0812
9.1843e+05,-64.0812
9.1869e+05,-64.0812
9.1895e+05,-64.0812
9.1921e+05,-64.0812
9.1947e+05,-64.0812
9.1973e+05,-64.0812
9.1999e+05,-64.0812
9.2025e+05,-64.0812
9.2051e+05,-64.0812
9.2077e+05,-64.0812
9.2103e+05,-60.5875
9.2130e+05,-57.0938
9.2156e+05,-60.5875
9.2182e+05,-64.0812
9.2208e+05,-64.0812
9.2234e+05,-64.0812
9.2260e+05,-64.0812
9.2286e+05,-64.0812
9.2312e+05,-64.0812
9.2338e+05,-64.0812
9.2364e+05,-64.0812
9.2390e+05,-64.0812
9.2416e+05,-64.0812
9.2442e+05,-64.0812
9.2468e+05,-64.0812
9.2494e+05,-64.0812
9.2520e+05,-64.0812
9.2546e+05,-64.0812
9.2572e+05,-62.5781
9.2598e+05,-61.0719
9.2624e+05,-62.5781
9.2650e+05,-64.0812
9.2676e+05,-64.0812
9.2702e+05,-64.0812
9.2728e+05,-64.0812
9.2754e+05,-64.0812
9.2781e+05,-64.0812
9.2807e+05,-64.0812
9.2833e+05,-61.0719
9.2859e+05,-58.0625
9.2885e+05,-61.0719
9.2911e+05,-64.0812
9.2937e+05,-64.0812
9.2963e+05,-64.0812
9.2989e+05,-64.0812
9.3015e+05,-64.0812
9.3041e+05,-62.5781
9.3067e+05,-61.0719
9.3093e+05,-61.0719
9.3119e+05,-61.0719
9.3145e+05,-62.5781
9.3171e+05,-64.0812
9.3197e+05,-62.5781
9.3223e+05,-61.0719
9.3249e+05,-62.5781
9.3275e+05,-64.0812
9.3301e+05,-64.0812
9.3327e+05,-64.0812
9.3353e+05,-64.0812
9.3379e+05,-64.0812
9.3405e+05,-62.5781
9.3432e+05,-61.0719
9.3458e+05,-62.5781
9.3484e+05,-64.0812
9.3510e+05,-60.5875
9.3536e+05,-57.0938
9.3562e+05,-60.5875
9.3588e+05,-64.0812
9.3614e+05,-64.0812
9.3640e+05,-64.0812
9.3666e+05,-62.5781
9.3692e+05,-61.0719
9.3718e+05,-61.0719
9.3744e+05,-61.0719
9.3770e+05,-61.0719
9.3796e+05,-61.0719
9.3822e+05,-61.0719
9.3848e+05,-61.0719
9.3874e+05,-62.5781
9.3900e+05,-64.0812
9.3926e+05,-64.0812
9.3952e+05,-64.0812
9.3978e+05,-64.0812
9.4004e+05,-64.0812
9.4030e+05,-62.5781
9.4056e+05,-61.0719
9.4083e+05,-62.5781
9.4109e+05,-64.0812
9.4135e+05,-62.5781
9.4161e+05,-61.0719
9.4187e+05,-62.5781
9.4213e+05,-64.0812
9.4239e+05,-64.0812
9.4265e+05,-64.0812
9.4291e+05,-64.0812
9.4317e+05,-64.0812
9.4343e+05,-64.0812
9.4369e+05,-64.0812
9.4395e+05,-64.0812
9.4421e+05,-64.0812
9.4447e+05,-64.0812
9.4473e+05,-64.0812
9.4499e+05,-64.0812
9.4525e+05,-64.0812
9.4551e+05,-62.5781
9.4577e+05,-61.0719
9.4603e+05,-62.5781
9.4629e+05,-64.0812
9.4655e+05,-62.5781
9.4681e+05,-61.0719
9.4707e+05,-62.5781
9.4734e+05,-64.0812
9.4760e+05,-62.5781
9.4786e+05,-61.0719
9.4812e+05,-62.5781
9.4838e+05,-64.0812
9.4864e+05,-62.5781
9.4890e+05,-61.0719
9.4916e+05,-62.5781
9.4942e+05,-64.0812
9.4968e+05,-64.0812
9.4994e+05,-64.0812
9.5020e+05,-64.0812
9.5046e+05,-64.0812
9.5072e+05,-64.0812
9.5098e+05,-64.0812
9.5124e+05,-64.0812
9.5150e+05,-64.0812
9.5176e+05,-64.0812
9.5202e+05,-64.0812
9.5228e+05,-64.0812
9.5254e+05,-64.0812
9.5280e+05,-64.0812
9.5306e+05,-64.0812
9.5332e+05,-64.0812
9.5358e+05,-64.0812
9.5385e+05,-64.0812
9.5411e+05,-64.0812
9.5437e+05,-64.0812
9.5463e+05,-64.0812
9.5489e+05,-64.0812
9.5515e+05,-64.0812
9.5541e+05,-64.0812
9.5567e+05,-64.0812
9.5593e+05,-64.0812
9.5619e+05,-64.0812
9.5645e+05,-62.5781
9.5671e+05,-61.0719
9.5697e+05,-62.5781
9.5723e+05,-64.0812
9.5749e+05,-64.0812
9.5775e+05,-64.0812
9.5801e+05,-62.5781
9.5827e+05,-61.0719
9.5853e+05,-61.0719
9.5879e+05,-61.0719
9.5905e+05,-62.5781
9.5931e+05,-64.0812
9.5957e+05,-64.0812
9.5983e+05,-64.0812
9.6009e+05,-64.0812
9.6036e+05,-64.0812
9.6062e+05,-64.0812
9.6088e+05,-64.0812
9.6114e+05,-64.0812
9.6140e+05,-64.0812
9.6166e+05,-62.5781
9.6192e+05,-61.0719
9.6218e+05,-62.5781
9.6244e+05,-64.0812
9.6270e+05,-60.5875
9.6296e+05,-57.0938
9.6322e+05,-60.5875
9.6348e+05,-64.0812
9.6374e+05,-64.0812
9.6400e+05,-64.0812
9.6426e+05,-64.0812
9.6452e+05,-64.0812
9.6478e+05,-64.0812
9.6504e+05,-64.0812
9.6530e+05,-64.0812
9.6556e+05,-64.0812
9.6582e+05,-64.0812
9.6608e+05,-64.0812
9.6634e+05,-62.5781
9.6660e+05,-61.0719
9.6687e+05,-62.5781
9.6713e+05,-64.0812
9.6739e+05,-64.0812
9.6765e+05,-64.0812
9.6791e+05,-64.0812
9.6817e+05,-64.0812
9.6843e+05,-64.0812
9.6869e+05,-64.0812
9.6895e+05,-64.0812
9.6921e+05,-64.0812
9.6947e+05,-64.0812
9.6973e+05,-64.0812
9.6999e+05,-64.0812
9.7025e+05,-64.0812
9.7051e+05,-62.5781
9.7077e+05,-61.0719
9.7103e+05,-62.5781
9.7129e+05,-64.0812
9.7155e+05,-64.0812
9.7181e+05,-64.0812
9.7207e+05,-64.0812
9.7233e+05,-64.0812
9.7259e+05,-62.5781
9.7285e+05,-61.0719
9.7311e+05,-62.5781
9.7338e+05,-64.0812
9.7364e+05,-64.0812
9.7390e+05,-64.0812
9.7416e+05,-64.0812
9.7442e+05,-64.0812
9.7468e+05,-64.0812
9.7494e+05,-64.0812
9.7520e+05,-64.0812
9.7546e+05,-64.0812
9.7572e+05,-64.0812
9.7598e+05,-64.0812
9.7624e+05,-64.0812
9.7650e+05,-64.0812
9.7676e+05,-64.0812
9.7702e+05,-64.0812
9.7728e+05,-64.0812
9.7754e+05,-64.0812
9.7780e+05,-64.0812
9.7806e+05,-64.0812
9.7832e+05,-64.0812
9.7858e+05,-64.0812
9.7884e+05,-64.0812
9.7910e+05,-64.0812
9.7936e+05,-62.5781
9.7962e+05,-61.0719
9.7989e+05,-62.5781
9.8015e+05,-64.0812
9.8041e+05,-64.0812
9.8067e+05,-64.0812
9.8093e+05,-64.0812
9.8119e+05,-64.0812
9.8145e+05,-64.0812
9.8171e+05,-64.0812
9.8197e+05,-64.0812
9.8223e+05,-64.0812
9.8249e+05,-64.0812
9.8275e+05,-64.0812
9.8301e+05,-64.0812
9.8327e+05,-64.0812
9.8353e+05,-64.0812
9.8379e+05,-64.0812
9.8405e+05,-64.0812
9.8431e+05,-64.0812
9.8457e+05,-64.0812
9.8483e+05,-64.0812
9.8509e+05,-64.0812
9.8535e+05,-64.0812
9.8561e+05,-64.0812
9.8587e+05,-64.0812
9.8613e+05,-64.0812
9.8640e+05,-64.0812
9.8666e+05,-64.0812
9.8692e+05,-64.0812
9.8718e+05,-62.5781
9.8744e+05,-61.0719
9.8770e+05,-62.5781
9.8796e+05,-64.0812
9.8822e+05,-64.0812
9.8848e+05,-64.0812
9.8874e+05,-64.0812
9.8900e+05,-64.0812
9.8926e+05,-64.0812
9.8952e+05,-64.0812
9.8978e+05,-64.0812
9.9004e+05,-64.0812
9.9030e+05,-64.0812
9.9056e+05,-64.0812
9.9082e+05,-64.0812
9.9108e+05,-64.0812
9.9134e+05,-64.0812
9.9160e+05,-64.0812
9.9186e+05,-64.0812
9.9212e+05,-64.0812
9.9238e+05,-64.0812
9.9264e+05,-64.0812
9.9291e+05,-64.0812
9.9317e+05,-64.0812
9.9343e+05,-64.0812
9.9369e+05,-64.0812
9.9395e+05,-64.0812
9.9421e+05,-64.0812
9.9447e+05,-64.0812
9.9473e+05,-64.0812
9.9499e+05,-64.0812
9.9525e+05,-64.0812
9.9551e+05,-64.0812
9.9577e+05,-64.0812
9.9603e+05,-64.0812
9.9629e+05,-64.0812
9.9655e+05,-64.0812
9.9681e+05,-64.0812
9.9707e+05,-64.0812
9.9733e+05,-64.0812
9.9759e+05,-64.0812
9.9785e+05,-64.0812
9.9811e+05,-64.0812
9.9837e+05,-64.0812
9.9863e+05,-64.0812
9.9889e+05,-64.0812
9.9915e+05,-64.0812
9.9942e+05,-64.0812
9.9968e+05,-64.0812
9.9994e+05,-64.0812
1.0002e+06,-64.0812
1.0005e+06,-64.0812
1.0007e+06,-62.5781
1.0010e+06,-61.0719
1.0012e+06,-62.5781
1.0015e+06,-64.0812
1.0018e+06,-64.0812
1.0020e+06,-64.0812
1.0023e+06,-64.0812
1.0025e+06,-64.0812
1.0028e+06,-64.0812
1.0031e+06,-64.0812
1.0033e+06,-62.5781
1.0036e+06,-61.0719
1.0038e+06,-62.5781
1.0041e+06,-64.0812
1.0044e+06,-64.0812
1.0046e+06,-64.0812
1.0049e+06,-64.0812
1.0051e+06,-64.0812
1.0054e+06,-64.0812
1.0057e+06,-64.0812
1.0059e+06,-64.0812
1.0062e+06,-64.0812
1.0064e+06,-64.0812
1.0067e+06,-64.0812
1.0070e+06,-62.5781
1.0072e+06,-61.0719
1.0075e+06,-62.5781
1.0077e+06,-64.0812
1.0080e+06,-64.0812
1.0083e+06,-64.0812
1.0085e+06,-64.0812
1.0088e+06,-64.0812
1.0091e+06,-64.0812
1.0093e+06,-64.0812
1.0096e+06,-64.0812
1.0098e+06,-64.0812
1.0101e+06,-62.5781
1.0104e+06,-61.0719
1.0106e+06,-62.5781
1.0109e+06,-64.0812
1.0111e+06,-64.0812
1.0114e+06,-64.0812
1.0117e+06,-64.0812
1.0119e+06,-64.0812
1.0122e+06,-60.5875
1.0124e+06,-57.0938
1.0127e+06,-60.5875
1.0130e+06,-64.0812
1.0132e+06,-64.0812
1.0135e+06,-64.0812
1.0137e+06,-60.5875
1.0140e+06,-57.0938
1.0143e+06,-59.0844
1.0145e+06,-61.0719
1.0148e+06,-62.5781
1.0150e+06,-64.0812
1.0153e+06,-64.0812
1.0156e+06,-64.0812
1.0158e+06,-64.0812
1.0161e+06,-64.0812
1.0163e+06,-64.0812
1.0166e+06,-64.0812
1.0169e+06,-64.0812
